Company Name,Street Address,Street Address (2),City,State,Zip Code,County,Latitude,Longitude,Contact Name,Phone Number,Email,Hauler Type,Preferred Vendor,Market Type
USA JETTING DRAIN CLEANING CORPORATION,530 SOUTH AVE,,Dunellen Boro,NJ,8812,Middlesex County,40.5877842,-74.4666435,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
COASTAL CONTAINER LLC,321 EASTERN BLVD,,Bayville,NJ,8721,Ocean County,39.9012544,-74.18036769999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
AUCHTER INDUSTRIAL VAC SVS,4801 S WOOD AVE,,Linden,NJ,7036,Union County,40.5997388,-74.2086328,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
AUCHTER INDUSTRIAL VAC SERVICE INC,4801 S WOOD AVE,,Linden,NJ,7036,Union County,40.5997388,-74.2086328,,,,Hazardous Waste Transporter,No,Open Market
TYLER TRUCK REPAIR INC DBA TOTAL TRASH REM SV,4801 S WOOD AVE,,Linden,NJ,7038,Union County,40.5997388,-74.2086328,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
EMERGENCY SEPTIC SEWER & DRA,342 WASHINGTON PL,,Bayville,NJ,8721,Ocean County,39.899022,-74.18580779999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
FRIENDS FOREVER PET CREMATORY,1879 PENNINGTON RD,,Ewing,NJ,8618,Mercer County,40.2634997,-74.78223320000001,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CARLITOS SERVICES LLC,1238 MOFFETT AVE,,Plainfield,NJ,7060,Union County,40.6056876,-74.4028898,,,,Soil & Fill Recycling Services,No,Open Market
ECJ INC,1369 ST GEORGES AVE,,Rahway,NJ,7065,Union County,40.6121948,-74.2858325,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
EDWARD HAULING & TRUCKING LLC,906 W 8TH ST,,Plainfield,NJ,7063,Union County,40.6023213,-74.42949109999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
GRAND SANITATION SERVICE INC,1620 S 2ND ST,,Plainfield City,NJ,7060,Union County,40.5976773,-74.4514208,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ACTIVE DISPOSAL SERVICE INC,15 POLHEMUS LN,,Bridgewater Twp,NJ,8807,Somerset County,40.5575977,-74.5659211,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
THE CANHANDLERS INC,515 N WASHINGTON AVE,,Dunellen,NJ,8812,Middlesex County,40.5952853,-74.46715069999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
PAVE RITE INC,40 RADEL AVENUE,,Bridgewater Twp,NJ,8807,Somerset County,40.559289,-74.5704361,,,,Soil & Fill Recycling Services,No,Open Market
PAVE RITE INC,40 RADEL AVE,,Bridgewater Twp,NJ,8807,Somerset County,40.559289,-74.5704361,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
C & C CONSTRUCTION SERVICES LLC,90 OLD CAMPLAIN RD,,Hillsborough,NJ,8844,Somerset County,40.5358068,-74.6133424,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
JAYDAN SERVICES LLC,65 HALLIDAY ST,,Clark,NJ,7066,Union County,40.6189813,-74.3176876,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ANGELO SCARANO INC,15 PLANTATION AVE,,Green Brook,NJ,8812,Somerset County,40.5962102,-74.4823033,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
L P KARNAUGH DISPOSAL LLC,62 KING ST,,Clark Twp,NJ,7066,Union County,40.6208753,-74.3058582,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
YANNUZZI GROUP INC,152 RT 206,,Hillsborough Twp,NJ,8844,Somerset County,40.5358442,-74.6255944,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
NEW JERSEY TOTAL MAINTENANCE LLC,35 FLORAL AVE,,Bayville,NJ,8721,Ocean County,39.8855018,-74.1597386,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
D  URBANO TRUCKING INC,311 ROYCEFIELD RD,,Hillsborough Twp,NJ,8876,Somerset County,40.5325761,-74.64180449999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
LANDSCAPE MATERIALS INC,311 ROYCEFIELD RD,,Hillsborough,NJ,8844,Somerset County,40.5325761,-74.64180449999999,,,,Soil & Fill Recycling Services,No,Open Market
DEMAIO ELECTRICAL CO INC,330 ROYCEFIELD RD,,Hillsborough,NJ,8844,Somerset County,40.5346351,-74.63972799999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ADAMSVILLE MAINTENANCE INC,330 ROYCEFIELD RD,,Hillsborough,NJ,8844,Somerset County,40.5346351,-74.63972799999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
DEMAIO ELECTRICAL CO INC,330 ROYCEFIELD RD,,Hillsborough,NJ,8844,Somerset County,40.5346351,-74.63972799999999,,,,Soil & Fill Recycling Services,No,Open Market
CARTERET DISPOSAL INC,309 W ELIZABETH AVE,,Linden,NJ,7036,Union County,40.628057,-74.2548418,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
FULLMETAL DUMPSTER RENTAL LLC,110 UNION AVENUE,,Linden City,NJ,7036,Union County,40.62877659999999,-74.2435876,,,,Soil & Fill Recycling Services,No,Open Market
BROOKS BROTHERS CONSTRUCTION LLC,403 BERCKMAN ST,,Plainfield City,NJ,7062,Union County,40.6252757,-74.4105728,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MESSERCOLA ENTERPRISES LLC,549 E 3RD ST,,Plainfield,NJ,7060,Union County,40.62492040000001,-74.414677,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
C & O TRUCKING INC,1307 MAPLE AVE,,Roebling,NJ,8554,Burlington County,40.1143144,-74.7826483,,,,Soil & Fill Recycling Services,No,Open Market
PREFERRED MAINTENANCE & CARTING INC,814 NORTH AVE,,Westfield,NJ,7090,Union County,40.6275287,-74.40715639999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ALL PRO PROPERTIES GROUP LLC,1300 SUMMIT AVE,,Westfield,NJ,7090,Union County,40.6348325,-74.32565699999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
DAVE'S SUBURBAN DISPOSAL SER,117 BEEKMAN LN,,Hillsborough,NJ,8844,Somerset County,40.5217463,-74.6699654,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
FULL CIRCLE SUPPLY CO,601 COMMERCE RD,,Linden,NJ,7036,Union County,40.6320997,-74.24063079999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
UNDERGROUND UTILITIES CORP,711 COMMERCE RD,,Linden,NJ,7036,Union County,40.6332063,-74.2395528,,,,Soil & Fill Recycling Services,No,Open Market
VALENTINO ROMAN AND SON LLC,187 PENNINGTON HARBOURTON RD,,Hopewell Twp,NJ,8525,Mercer County,40.3311005,-74.8079601,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
"RAYMOND KIDDER, SOLE PRO T/A RAYS HAULING",30 VERDON ST,,North Plainfield,NJ,7060,Somerset County,40.6267564,-74.43072649999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
SCIOSCIA DISPOSAL SERV CO. T/A JERRY'S DSPSL,1232 NORTH AVE,,Plainfield City,NJ,7062,Union County,40.6315979,-74.4007596,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
WASTE WISE SERVICE LLC,65 WASHINGTON VALLEY RD,,Warren Twp,NJ,7055,Somerset County,40.6044367,-74.51986029999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
INDEPENDENCE CONSTRUCTORS  INC,1200 RT 22 E,,Bridgewater Twp,NJ,8807,Somerset County,40.5771523,-74.5873051,,,,Soil & Fill Recycling Services,No,Open Market
FM DISPOSAL LLC,2148 W BROAD ST,,Scotch Plains,NJ,7076,Union County,40.6385606,-74.3614472,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
WALKERS CONTAINER SERVICE LLC,1837 JACKSONVILLE JOBSTOWN RD,,Columbus,NJ,8022,Burlington County,40.0503809,-74.7538768,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MAVERICK MEDICAL WASTE SERVICES LLC,821 E LINDEN AVE,,Linden,NJ,7036,Union County,40.637777,-74.2419807,,,,Hazardous Waste Transporter,No,Open Market
KRAFT INDUSTRIAL CLEANING INC,827 E LINDEN AVE,,Linden,NJ,7036,Union County,40.6379791,-74.2417691,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
KRAFT INDUSTRIAL CLEANING INC,827 E LINDEN AVE,,Linden,NJ,7036,Union County,40.6379791,-74.2417691,,,,Hazardous Waste Transporter,No,Open Market
SAGE LANDSCAPE CONTRACTORS INC,15 INTERHAVEN AVE,,North Plainfield,NJ,7060,Somerset County,40.6291555,-74.4422069,,,,Soil & Fill Recycling Services,No,Open Market
DJW TRANSPORT INC,610 MIDDLESEX ST,,Linden,NJ,7036,Union County,40.63982300000001,-74.2530635,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
BROGAN SEPTIC INC,9TH ST,,Woods Tavern,NJ,8821,Somerset County,40.5023261,-74.644603,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ATLANTIC RECOVERY SERVICES INC,8 TREE LN,,LEVITTOWN,PA,19054,Bucks County,40.1737598,-74.8194393,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ATLANTIC RECOVERY SERVICES INC,8 TREE LANE,,LEVITTOWN,PA,19054,Bucks County,40.1737598,-74.8194393,,,,Hazardous Waste Transporter,No,Open Market
ROMANTZAS DISPOSAL CORP,559 ROSEWOOD DR,,Lacey,NJ,8734,Ocean County,39.861646,-74.18681389999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
INFANTINO DISPOSAL SERVICE LLC,323 SCOTCH PLAINS AVE,,Westfield,NJ,7090,Union County,40.6437135,-74.36112539999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
DANCE DEMOLITION & CLEANUP LLC,1227 E FRONT ST,,Plainfield,NJ,7062,Union County,40.63803619999999,-74.4137171,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CARLOS CABRERA SOLE PROPRIETOR TA MAB,567 BRENTWOOD RD,,Forked River,NJ,8731,Ocean County,39.8561061,-74.1988585,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
AMERITICO DISPOSAL INC,2295 SOUTH AVE,,Scotch Plains,NJ,7076,Union County,40.6459778,-74.3703513,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
JAMES BAXEVANIS CORP,3 LOCKE CT,,Ewing,NJ,8628,Mercer County,40.2517424,-74.8349266,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
PREFERRED WASTE SERVICES CORP,2525 BRUNSWICK AVE,,Linden,NJ,7036,Union County,40.6424282,-74.2140795,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
A&S SANITATION INC,38 GLENWOOD RD,,Fanwood,NJ,7023,Union County,40.6463645,-74.3829755,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
JMG SERVICES INC,303 MYRTLE AVE,,Garwood,NJ,7027,Union County,40.6501546,-74.32216149999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
LIONETTI ASSOCIATES  DBA LORCO PETROLEUM,450 S FRONT ST,,Elizabeth,NJ,7202,Union County,40.64098389999999,-74.19775489999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
LORCO PETROLEUM SERVICES,450 S FRONT ST,,Elizabeth,NJ,7202,Union County,40.64098389999999,-74.19775489999999,,,,Hazardous Waste Transporter,No,Open Market
PRIORITY FIRST CARTING INC,209 GRANDVIEW AVE,,STATEN ISLAND,NY,10303,Richmond County,40.634739,-74.164835,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
R N D DISPOSAL INC,555 SOUTH AVE,,Garwood,NJ,7027,Union County,40.65055479999999,-74.3294951,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
BUSH BROTHERS,555 SOUTH AVE,,Garwood,NJ,7027,Union County,40.65055479999999,-74.3294951,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
BRIEN'S CARTING CORP,61 TERRILL RD,,Plainfield,NJ,7062,Union County,40.6439726,-74.40830489999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
WE-CYCLE REMOVAL SERVICES LLC,415 HORY ST,,Roselle,NJ,7203,Union County,40.6505152,-74.2794593,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CALDWELL ENVIRONMENTAL SERVICES LLC,436 DIETZ ST,,Roselle,NJ,7203,Union County,40.6504522,-74.2779709,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
"MID-COUNTY HAULING, INC",2619 RT 206,,Eastampton Twp,NJ,8060,Burlington County,40.0092682,-74.7354438,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
BLUE STAR CARTING INC,10 HARMONY RD,,Warren Twp,NJ,7059,Somerset County,40.624772,-74.500602,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
"ROB'S CRANE AND TREE SERVICE, INC",123 SEVERIN CT,,Cranford,NJ,7016,Union County,40.65185779999999,-74.2933204,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
JUST RUBBISH REMOVAL LLC,314 VIRGINIA AVE,,STATEN ISLAND,NY,10305,Richmond County,40.61042,-74.076167,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
GERARD LANDSCAPING LLC,11 HUGHES LN,,Watchung Boro,NJ,7069,Somerset County,40.6371912,-74.4554989,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CLEAN VENTURE INC,201 S FIRST ST,,Elizabeth,NJ,7206,Union County,40.6446835,-74.1949614,,,,Hazardous Waste Transporter,No,Open Market
ALL AMERICAN ALLOYS & RECYCLING INC,200 S 1ST ST,,Elizabeth,NJ,7206,Union County,40.6445792,-74.1933063,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
METRO WASTE SERVICE LLC,65 OLD YORK RD,,Bridgewater Twp,NJ,8807,Somerset County,40.5586,-74.654354,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MC CONTAINER SERVICE LLC,41 HOLLYWOOD AVE,,Cranford Twp,NJ,7016,Union County,40.6548563,-74.29412169999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
WILLIAM J LAUER CORP,3249 RICHMOND TER,,STATEN ISLAND,NY,10303,Richmond County,40.6407891,-74.1663415,,,,Hazardous Waste Transporter,No,Open Market
WILLIAM J LAUER CORP,3249 RICHMOND TER,,STATEN ISLAND,NY,10303,Richmond County,40.6407891,-74.1663415,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
DI TRUCKING LLC,614 S BROAD ST APT 403,,Elizabeth,NJ,7202,Union County,40.6496339,-74.21588249999999,,,,Hazardous Waste Transporter,No,Open Market
X-CEL CARTING INC,P O BOX 7201,,Watchung,NJ,7069,,40.6451039,-74.4349761,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
INCA LOGISTICS LLC,552 GRIER AVE,,Elizabeth,NJ,7202,Union County,40.6509147,-74.21745109999999,,,,Soil & Fill Recycling Services,No,Open Market
JUNK IN THE TRUNK NJ LLC,34 WAGNER LN,,Hillsborough,NJ,8844,Somerset County,40.5291343,-74.70143759999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
AVH DEMOLITION LLC T/A AVH TRUCKING,317 LACEY RD,,Forked River,NJ,8731,Ocean County,39.8459361,-74.1958166,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
LOUIS PALMUCCI INC TA ACTION SERVICES,628 W 1ST AVE,,Roselle,NJ,7203,Union County,40.658167,-74.2801836,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
WALKERS CONTAINER SERVICE LLC,2521 RT 206,,Eastampton Twp,NJ,8060,Burlington County,39.9957977,-74.7347343,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
BROOKS SERVICES,7 MOUNTAIN CHURCH RD,,Hopewell Twp,NJ,8525,Mercer County,40.411144,-74.8043546,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
A DELUCA PAVING LLC,1 LINDSEY AVE,,Scotch Plains,NJ,7076,Union County,40.6565115,-74.3774519,,,,Soil & Fill Recycling Services,No,Open Market
A DELUCA PAVING LLC,1 LINDSEY AVE,,Scotch Plains,NJ,7076,Union County,40.6565115,-74.3774519,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
JOCAR DISPOSAL LLC,81 BROADWAY,,Elizabeth,NJ,7206,Union County,40.6487155,-74.1856288,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
DELUCA DISPOSAL SOLUTIONS LLC,2496 PLAINFIELD AVE,,Scotch Plains,NJ,7076,Union County,40.6574192,-74.3787523,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
DE BASTOS LANDSCAPING LLC,1541 DEE RD,,Forked River,NJ,8731,Ocean County,39.8409419,-74.2098735,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ZDNJ HOLDINGS LLC,129 E 1ST AVE,,Roselle Boro,NJ,7203,Union County,40.6605958,-74.26226969999999,,,,Soil & Fill Recycling Services,No,Open Market
GALBRAITH LANDSCAPE CONSTRUCTION,644 JERUSALEM RD,,Scotch Plains,NJ,7076,Union County,40.6593904,-74.37800639999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
GALBRAITH LANDSCAPE CONSTRUCTION,644 JERUSALEM RD,,Scotch Plains,NJ,7076,Union County,40.6593904,-74.37800639999999,,,,Soil & Fill Recycling Services,No,Open Market
R3 DUMPSTER SERVICES LLC,118 HARRISON AVE,,Roselle,NJ,7203,Union County,40.6610362,-74.2520977,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CICARIELLO BROTHERS INC,412 LAUREL AVE,,Roselle Park,NJ,7204,Union County,40.66405109999999,-74.2738026,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
GAETA INTERIOR DEMOLITION INC,25 VAN ST,,STATEN ISLAND,NY,10304,Richmond County,40.6402037,-74.1194216,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
WESTFIELD DISPOSE ALL LLC,373 ACACIA RD,,Scotch Plains,NJ,7076,Union County,40.6634576,-74.3815609,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
TOMASSO BROS,612 E JERSEY ST,,Elizabeth,NJ,7206,Union County,40.6580237,-74.1974568,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
LOS PANAS LLC,313 5TH ST,,Union City,NJ,7087,Union County,40.6580629,-74.1907916,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ARM CARTING INC,26 SAW MILL RD,,Warren,NJ,7059,Somerset County,40.6438365,-74.49923249999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
AAC BUILDERS CARTING LLC,147 W 3RD ST,,Bayonne,NJ,7002,Hudson County,40.6487981,-74.1363705,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
EXTREME ENVIRONMENTAL INC,815 LARCH ST,,Newark,NJ,7204,Union County,40.6702773,-74.27096929999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
T SLACK ENVIRONMENTAL SVCS INC,180 MARKET ST,,Kenilworth Boro,NJ,7033,Union County,40.67111,-74.27919229999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
REGIONAL INDUSTRIES LLC,800 E GRAND ST,,Elizabeth,NJ,7021,Union County,40.6631486,-74.1990716,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MEADOWBROOK INDUSTRIES,800 E GRAND ST,,Elizabeth,NJ,7201,Union County,40.6631486,-74.1990716,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
WASTE INDUSTRIES LLC,800 E GRAND ST,,Elizabeth,NJ,7201,Union County,40.6631486,-74.1990716,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MSN TRUCKING LLC,605 NECK RD,,Burlington,NJ,8016,Burlington County,40.0895283,-74.8251307,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MIKE VAN ELSWYK TRUCKING INC,520 YORK ST,,Elizabeth City,NJ,7207,Union County,40.6624215,-74.1892258,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CLEARVIEW INDUSTRIES INC,520 YORK ST,,Elizabeth City,NJ,7207,Union County,40.6624215,-74.1892258,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
TOTAL CENTER MAINTENANCE INC,511 NECK RD,,Burlington City,NJ,8016,Burlington County,40.0904202,-74.82572979999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
GT TRUCKING GROUP LLC,14 DORSET DR,,Kenilworth Boro,NJ,7033,Union County,40.6749964,-74.3105732,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
SANCON SERVICES INC,17 N 9TH ST,,Kenilworth,NJ,7033,Union County,40.6758313,-74.302048,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
WF CLEAN UP LLC,33 RAYMOND TER,,Elizabeth City,NJ,7208,Union County,40.6715977,-74.2301596,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
BEACON DISPOSAL LLC,345 TUCKER AVE,,Union,NJ,7083,Union County,40.6751733,-74.26830389999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
RANA CONSTRUCTION INC,430 MADISON AVE,,Elizabeth,NJ,7201,Union County,40.6698457,-74.20883740000001,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
M & M TRUCKING GUDULLU LLC,91 VINCENT DR,,Burlington Twp,NJ,8016,Burlington County,40.0671682,-74.8201139,,,,Soil & Fill Recycling Services,No,Open Market
CENTURY WASTE SERVICES LLC,623 633 DOWD AVE,,Elizabeth,NJ,7201,Union County,40.668358,-74.1877224,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
1-800 MR. RUBBISH FRANCHISING,1033 86TH ST,,BROOKLYN,NY,11228,Kings County,40.6177556,-74.0194324,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
WASTE CONNECTIONS OF NJ CORP,2 COMMERCE ST,,Bayonne,NJ,7002,Hudson County,40.6511941,-74.0963613,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
EDB DUMPSTER INC,314 BEAVER DAM RD,,BRISTOL,PA,19007,Bucks County,40.11323369999999,-74.8548137,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
THOMAS T LOMBARDI JR & SON LLP,455 SNYDER AVE,,Berkeley Heights,NJ,7922,Union County,40.6767377,-74.4305194,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
KENS MARINE SERVICE INC,116 E 22ND ST,,Bayonne,NJ,7002,Hudson County,40.660699,-74.1129558,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
KENS MARINE SERVICE,116-20 E 22ND ST,,Bayonne,NJ,7002,Hudson County,40.660699,-74.1129558,,,,Hazardous Waste Transporter,No,Open Market
A & L DISPOSAL LLC,157 W 21ST ST,,Bayonne,NJ,7002,Hudson County,40.6661249,-74.12620179999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
AMERICAN DISPOSAL SYSTEMS INC.,RT 541 BYPASS,,Burlington Twp,NJ,8016,Burlington County,40.0669532,-74.8390162,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
DIAMOND HAULING LLC,428 HIGH ST,,Mount Holly,NJ,8060,Burlington County,40.0012071,-74.79224889999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
"RICHARD GREELEY JR, SOLE PROPRIETOR",1087 PROSPECT AVE,,Mountainside,NJ,7092,Union County,40.6907962,-74.35397449999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
FOGGIA WASTE DISPOSAL LLC/ROSE WASTE SVCS,351 TIMBER DR,,Berkeley Heights,NJ,7922,Union County,40.6843911,-74.4183497,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
STINKYS,462 RT 31,,West Amwell Twp,NJ,8530,Hunterdon County,40.4013016,-74.85617289999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
TRIPLE AAA TRUCKING INC,1492 MORRIS AVE,,Union,NJ,7083,Union County,40.6900534,-74.2496922,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
"AQUA CLEAN TOILET SYSTEMS, LLC",20 SHENANDOAH LN,,Southampton Twp,NJ,8088,Burlington County,39.92487939999999,-74.7098305,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
V&M WASTE SERVICES LLC,983 987 RAHWAY RIVER PKWY,,Union,NJ,7083,Union County,40.6933346,-74.3062666,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ACTIVE ENVIRONMENTAL TECHNOLOGIES INC,201 203 PINE ST,,Mount Holly,NJ,8060,Burlington County,39.9869525,-74.78344059999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
"ACTIVE ENVIRONMENTAL TECHNOLOGIES, INC.",203 PINE ST,,Mount Holly,NJ,8060,Burlington County,39.9869525,-74.78344059999999,,,,Hazardous Waste Transporter,No,Open Market
AMELIA TRUCKING LLC,268 UNION ST,,Stirling,NJ,7980,Morris County,40.67246189999999,-74.49333949999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ARMSTRONG INC,230 SHERMAN AVE,,Berkeley Heights,NJ,7922,Union County,40.6838558,-74.4399768,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
PSC INDUSTRIAL OUTSOURCING L.P.,675 RAHWAY AVE,,Union,NJ,7083,Union County,40.6952782,-74.2968123,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
PSC INDUSTRIAL OUTSOURCING LP,675 RAHWAY AVE,,Union,NJ,7083,Union County,40.6952782,-74.2968123,,,,Hazardous Waste Transporter,No,Open Market
MA AMODEO TRUCKING INC,125 PLAINFIELD AVE,,Berkeley Heights Twp,NJ,7922,Union County,40.6839593,-74.44334719999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
MAXIMUM CLEANING SERVICES INC,975 FLOYD TER,,Union,NJ,7083,Union County,40.6942942,-74.2650548,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
ONE AMERICAN HAULER LLC,28 W MONROE ST,,Mount Holly,NJ,8060,Burlington County,39.9903282,-74.78914619999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
"BRIAN JAY HIGGINS, SP TA HIGGINS TRUCKING",63 BAY PKWY,,Waretown,NJ,8758,Ocean County,39.8069537,-74.1884793,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CRAZY CANS LLC,8 FICKLER PL,,Berkeley Heights,NJ,7922,Union County,40.6918438,-74.4213032,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
TSS FACILITY SERVICES INC,999 RAHWAY AVE,,Union,NJ,7083,Union County,40.6999685,-74.2847111,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
GO GARBAGE LLC,125 MOUNTAIN AVE,,Passaic Twp,NJ,7933,Morris County,40.6826244,-74.475533,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
FALCON XT LLC,1261 VICTOR AVE,,Union,NJ,7083,Union County,40.6997214,-74.26129209999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
WORKDOG HAULERS LLC,18 CHESTNUT CT,,Bernards Twp,NJ,7920,Somerset County,40.661362,-74.5552331,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
"IANNELLA GENERAL CONTRACTING, INC.",348 MAPLE ST,,New Providence Boro,NJ,7974,Union County,40.6978635,-74.3883926,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
CHRON'S TRUCK SERVICES LLC,212 NUTHATCH CT,,Three Bridges,NJ,8887,Hunterdon County,40.529005,-74.77993699999999,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
BOB DRAYTON INC,151 BIG HILL RD,,Southampton Twp,NJ,8088,Burlington County,39.9047947,-74.7042939,,,,Non-hazardous / Solid Waste Transporter,No,Open Market
